angular_Second_Momentrg1,Contrastrg1,Correlationrg1,SoSVariancerg1,inverse_Diff_Momentrg1,sum_Averagerg1,sum_Variancerg1,sum_Entropyrg1,Entropyrg1,diff_Variancerg1,diff_Entropyrg1,info_M_Correlation_1rg1,info_M_Correlation_2rg1,angular_Second_Momentrg2,Contrastrg2,Correlationrg2,SoSVariancerg2,inverse_Diff_Momentrg2,sum_Averagerg2,sum_Variancerg2,sum_Entropyrg2,Entropyrg2,diff_Variancerg2,diff_Entropyrg2,info_M_Correlation_1rg2,info_M_Correlation_2rg2,angular_Second_Momentrg3,Contrastrg3,Correlationrg3,SoSVariancerg3,inverse_Diff_Momentrg3,sum_Averagerg3,sum_Variancerg3,sum_Entropyrg3,Entropyrg3,diff_Variancerg3,diff_Entropyrg3,info_M_Correlation_1rg3,info_M_Correlation_2rg3,angular_Second_Momentrg4,Contrastrg4,Correlationrg4,SoSVariancerg4,inverse_Diff_Momentrg4,sum_Averagerg4,sum_Variancerg4,sum_Entropyrg4,Entropyrg4,diff_Variancerg4,diff_Entropyrg4,info_M_Correlation_1rg4,info_M_Correlation_2rg4,angular_Second_Momentrg5,Contrastrg5,Correlationrg5,SoSVariancerg5,inverse_Diff_Momentrg5,sum_Averagerg5,sum_Variancerg5,sum_Entropyrg5,Entropyrg5,diff_Variancerg5,diff_Entropyrg5,info_M_Correlation_1rg5,info_M_Correlation_2rg5,angular_Second_Momentrg6,Contrastrg6,Correlationrg6,SoSVariancerg6,inverse_Diff_Momentrg6,sum_Averagerg6,sum_Variancerg6,sum_Entropyrg6,Entropyrg6,diff_Variancerg6,diff_Entropyrg6,info_M_Correlation_1rg6,info_M_Correlation_2rg6,ImageName
1,41666.25,723429188.999,933155.9979,4.2203e-05,1741.25,3037232.25,-2.2204e-16,-2.2204e-16,0.0010352,-2.2204e-16,0,0,1,41666.25,723429188.999,933155.9979,4.2203e-05,1741.25,3037232.25,-2.2204e-16,-2.2204e-16,0.0010352,-2.2204e-16,0,0,1,41666.25,723429188.999,933155.9979,4.2203e-05,1741.25,3037232.25,-2.2204e-16,-2.2204e-16,0.0010352,-2.2204e-16,0,0,1,41666.25,723429188.999,933155.9979,4.2203e-05,1741.25,3037232.25,-2.2204e-16,-2.2204e-16,0.0010352,-2.2204e-16,0,0,1,41666.25,723429188.999,933155.9979,4.2203e-05,1741.25,3037232.25,-2.2204e-16,-2.2204e-16,0.0010352,-2.2204e-16,0,0,1,41666.25,723429188.999,933155.9979,4.2203e-05,1741.25,3037232.25,-2.2204e-16,-2.2204e-16,0.0010352,-2.2204e-16,0,0,25152.dcm
0.33333,4583.4167,309923877.0821,71873.9999,0.085611,502.25,254247.0676,1.0986,1.0986,0.00015664,1.0986,-0.57938,0.84854,0.043561,4878.6563,2140638758.0451,58510.7234,0.028556,450.0653,206468.8355,3.0584,3.1345,2.1912e-05,3.0768,-0.94074,0.99841,0.032106,4475.6128,2581345296.8107,50501.2399,0.024696,418.3508,180501.5488,3.3843,3.4404,1.785e-05,3.3003,-0.96002,0.99918,0.025531,5373.4272,2935720912.9622,46205.5664,0.020186,392.2933,162030.0927,3.5984,3.6689,1.4649e-05,3.5026,-0.96566,0.9995,0.020686,4793.5577,2927558373.6626,39729.1347,0.016991,356.7161,139213.1096,3.8094,3.88,1.3033e-05,3.6484,-0.95233,0.9996,0.020588,4794.3304,2930807564.2499,39558.4456,0.016891,355.2941,138567.1056,3.815,3.8849,1.3037e-05,3.6478,-0.95267,0.99961,25158.dcm
1,141879.5,1134757799.9993,1056783.9989,0.0017592,1853,3534279.5,-2.2204e-16,-2.2204e-16,0.00074738,-2.2204e-16,0,0,1,141879.5,1134757799.9993,1056783.9989,0.0017592,1853,3534279.5,-2.2204e-16,-2.2204e-16,0.00074738,-2.2204e-16,0,0,1,141879.5,1134757799.9993,1056783.9989,0.0017592,1853,3534279.5,-2.2204e-16,-2.2204e-16,0.00074738,-2.2204e-16,0,0,1,141879.5,1134757799.9993,1056783.9989,0.0017592,1853,3534279.5,-2.2204e-16,-2.2204e-16,0.00074738,-2.2204e-16,0,0,0.071429,50066.7321,17473736443.7901,1151761.5702,0.021181,2023.3036,4131015.6018,2.6143,2.6391,5.6682e-05,2.5895,-0.96175,0.99654,0.052632,50245.4868,23435265278.2094,1110088.7883,0.015714,2005.4079,4064711.0751,2.9262,2.9444,4.0878e-05,2.908,-0.97459,0.99814,25162.dcm
1,10707.25,57731799.9982,75075.9983,0.00010388,650.25,423077.25,-2.2204e-16,-2.2204e-16,0.0017857,-2.2204e-16,0,0,1,10707.25,57731799.9982,75075.9983,0.00010388,650.25,423077.25,-2.2204e-16,-2.2204e-16,0.0017857,-2.2204e-16,0,0,1,10707.25,57731799.9982,75075.9983,0.00010388,650.25,423077.25,-2.2204e-16,-2.2204e-16,0.0017857,-2.2204e-16,0,0,1,10707.25,57731799.9982,75075.9983,0.00010388,650.25,423077.25,-2.2204e-16,-2.2204e-16,0.0017857,-2.2204e-16,0,0,0.014389,18140.4087,3286020391.6087,100375.1933,0.0063289,589.2457,367594.6283,4.1914,4.2413,2.9418e-05,4.0659,-0.96165,0.99983,0.0065201,19263.4557,4307181078.952,71756.0438,0.011738,465.4642,252227.8778,4.9013,5.0343,1.5026e-05,4.6829,-0.93473,0.99993,25188.dcm
1,14010.75,937617257.4991,894915.9985,0.00010132,1819.25,3318388.75,-2.2204e-16,-2.2204e-16,0.00088106,-2.2204e-16,0,0,0.5,15975.125,1900892769.782,931585.9985,0.00015459,1832.125,3360072.7409,0.69315,0.69315,0.00044014,0.69315,-1,0.86603,0.33333,22760.1667,2926111281.3379,971265.6651,0.00013364,1855.8333,3450050.0243,1.0986,1.0986,0.00029317,1.0986,-1,0.94281,0.01788,12140.3078,44118289276.1252,911083.5024,0.012332,1872.1271,3502745.4207,3.9039,4.0247,1.9204e-05,3.8467,-0.93282,0.99962,0.012131,14501.9915,60611316784.0514,857613.5955,0.013319,1823.8024,3331510.0566,4.2918,4.4143,1.4275e-05,4.1564,-0.93793,0.99981,0.0093069,16576.1655,75744940887.6821,816232.3315,0.014431,1768.7622,3142871.4602,4.5618,4.6787,1.1828e-05,4.3625,-0.94132,0.99989,25191.dcm
0.1,9842.6,3101526046.0764,463299.0974,0.011349,1307.1,1712358.6839,2.3026,2.3026,0.00015168,2.2333,-1,0.99499,0.071429,11437.4464,4226801625.4111,453517.4974,0.0082026,1285.6964,1658397.3579,2.6391,2.6391,0.00010494,2.5895,-1,0.99745,0.058824,12228.5441,4982121981.7643,438663.1739,0.0068361,1263.3382,1603499.3695,2.8332,2.8332,8.7457e-05,2.7721,-1,0.99827,0.05,11651.45,5807334588.1736,422642.9975,0.0058622,1254.925,1581053.5358,2.9957,2.9957,7.4868e-05,2.9264,-1,0.99875,0.04,14763.09,6732031575.3931,394516.2776,0.0047177,1199.85,1458960.2748,3.2189,3.2189,6.0622e-05,3.1357,-1,0.9992,0.04,14763.09,6732031575.3931,394516.2776,0.0047177,1199.85,1458960.2748,3.2189,3.2189,6.0622e-05,3.1357,-1,0.9992,25202.dcm
1,24648.75,23819664401.9994,7706175.9994,0.000161,5541.25,30729984.75,-2.2204e-16,-2.2204e-16,0.00032227,-2.2204e-16,0,0,1,24648.75,23819664401.9994,7706175.9994,0.000161,5541.25,30729984.75,-2.2204e-16,-2.2204e-16,0.00032227,-2.2204e-16,0,0,0.5,24791.125,49548141079.1763,7860368.4994,0.00010511,5649.625,31942301.5622,0.69315,0.69315,0.00016108,0.69315,-1,0.86603,0.33333,31571.4167,74061440770.7439,7985878.9994,8.6089e-05,5639.4167,31822249.5587,1.0986,1.0986,0.00010735,1.0986,-1,0.94281,0.125,38007.6875,200448121629.8047,7905922.3744,0.00016478,5677.875,32240597.0183,2.0794,2.0794,4.0193e-05,2.0794,-1,0.99216,0.1,106242.25,242945923672.7183,7937828.7994,0.00014636,5588,31307204.3609,2.3026,2.3026,3.2133e-05,2.3026,-1,0.99499,25211.dcm
1,568321,12935632292.9991,4879680.9995,8.4178e-06,4089.5,17184419,-2.2204e-16,-2.2204e-16,0.00032113,-2.2204e-16,0,0,1,568321,12935632292.9991,4879680.9995,8.4178e-06,4089.5,17184419,-2.2204e-16,-2.2204e-16,0.00032113,-2.2204e-16,0,0,1,568321,12935632292.9991,4879680.9995,8.4178e-06,4089.5,17184419,-2.2204e-16,-2.2204e-16,0.00032113,-2.2204e-16,0,0,1,568321,12935632292.9991,4879680.9995,8.4178e-06,4089.5,17184419,-2.2204e-16,-2.2204e-16,0.00032113,-2.2204e-16,0,0,1,568321,12935632292.9991,4879680.9995,8.4178e-06,4089.5,17184419,-2.2204e-16,-2.2204e-16,0.00032113,-2.2204e-16,0,0,1,568321,12935632292.9991,4879680.9995,8.4178e-06,4089.5,17184419,-2.2204e-16,-2.2204e-16,0.00032113,-2.2204e-16,0,0,25273.dcm
0.5,61035.375,37456966234.7461,7455762.4993,0.00025039,5230.875,27364725.8229,0.69315,0.69315,0.00018228,0.69315,-1,0.86603,0.5,61035.375,37456966234.7461,7455762.4993,0.00025039,5230.875,27364725.8229,0.69315,0.69315,0.00018228,0.69315,-1,0.86603,0.5,61035.375,37456966234.7461,7455762.4993,0.00025039,5230.875,27364725.8229,0.69315,0.69315,0.00018228,0.69315,-1,0.86603,0.5,61035.375,37456966234.7461,7455762.4993,0.00025039,5230.875,27364725.8229,0.69315,0.69315,0.00018228,0.69315,-1,0.86603,0.5,61035.375,37456966234.7461,7455762.4993,0.00025039,5230.875,27364725.8229,0.69315,0.69315,0.00018228,0.69315,-1,0.86603,0.5,61035.375,37456966234.7461,7455762.4993,0.00025039,5230.875,27364725.8229,0.69315,0.69315,0.00018228,0.69315,-1,0.86603,25305.dcm
0.33333,231474.3333,21735166479.8485,3404138.9994,0.0088096,3491.6667,12369734.5645,1.0986,1.0986,0.0001397,1.0986,-1,0.94281,0.2,330418,33981595445.9252,3347147.7994,0.0053285,3385,11703603.6956,1.6094,1.6094,8.3752e-05,1.6094,-1,0.9798,0.2,330418,33981595445.9252,3347147.7994,0.0053285,3385,11703603.6956,1.6094,1.6094,8.3752e-05,1.6094,-1,0.9798,0.2,330418,33981595445.9252,3347147.7994,0.0053285,3385,11703603.6956,1.6094,1.6094,8.3752e-05,1.6094,-1,0.9798,0.2,330418,33981595445.9252,3347147.7994,0.0053285,3385,11703603.6956,1.6094,1.6094,8.3752e-05,1.6094,-1,0.9798,0.2,330418,33981595445.9252,3347147.7994,0.0053285,3385,11703603.6956,1.6094,1.6094,8.3752e-05,1.6094,-1,0.9798,25319.dcm
1,1102493.75,4761090111.9996,3936255.9993,7.1361e-06,3023.75,9353949.75,-2.2204e-16,-2.2204e-16,0.00043328,-2.2204e-16,0,0,1,1102493.75,4761090111.9996,3936255.9993,7.1361e-06,3023.75,9353949.75,-2.2204e-16,-2.2204e-16,0.00043328,-2.2204e-16,0,0,1,1102493.75,4761090111.9996,3936255.9993,7.1361e-06,3023.75,9353949.75,-2.2204e-16,-2.2204e-16,0.00043328,-2.2204e-16,0,0,1,1102493.75,4761090111.9996,3936255.9993,7.1361e-06,3023.75,9353949.75,-2.2204e-16,-2.2204e-16,0.00043328,-2.2204e-16,0,0,1,1102493.75,4761090111.9996,3936255.9993,7.1361e-06,3023.75,9353949.75,-2.2204e-16,-2.2204e-16,0.00043328,-2.2204e-16,0,0,1,1102493.75,4761090111.9996,3936255.9993,7.1361e-06,3023.75,9353949.75,-2.2204e-16,-2.2204e-16,0.00043328,-2.2204e-16,0,0,25342.dcm
1,1230979.5,3197153429.9995,3674888.999,1.7884e-06,2787,7902139.5,-2.2204e-16,-2.2204e-16,0.00052165,-2.2204e-16,0,0,1,1230979.5,3197153429.9995,3674888.999,1.7884e-06,2787,7902139.5,-2.2204e-16,-2.2204e-16,0.00052165,-2.2204e-16,0,0,1,1230979.5,3197153429.9995,3674888.999,1.7884e-06,2787,7902139.5,-2.2204e-16,-2.2204e-16,0.00052165,-2.2204e-16,0,0,1,1230979.5,3197153429.9995,3674888.999,1.7884e-06,2787,7902139.5,-2.2204e-16,-2.2204e-16,0.00052165,-2.2204e-16,0,0,1,1230979.5,3197153429.9995,3674888.999,1.7884e-06,2787,7902139.5,-2.2204e-16,-2.2204e-16,0.00052165,-2.2204e-16,0,0,1,1230979.5,3197153429.9995,3674888.999,1.7884e-06,2787,7902139.5,-2.2204e-16,-2.2204e-16,0.00052165,-2.2204e-16,0,0,25345.dcm
1,452085.5,4233614826.9994,2007888.9995,8.429e-06,2690,7667449.5,-2.2204e-16,-2.2204e-16,0.00042608,-2.2204e-16,0,0,1,452085.5,4233614826.9994,2007888.9995,8.429e-06,2690,7667449.5,-2.2204e-16,-2.2204e-16,0.00042608,-2.2204e-16,0,0,1,452085.5,4233614826.9994,2007888.9995,8.429e-06,2690,7667449.5,-2.2204e-16,-2.2204e-16,0.00042608,-2.2204e-16,0,0,1,452085.5,4233614826.9994,2007888.9995,8.429e-06,2690,7667449.5,-2.2204e-16,-2.2204e-16,0.00042608,-2.2204e-16,0,0,1,452085.5,4233614826.9994,2007888.9995,8.429e-06,2690,7667449.5,-2.2204e-16,-2.2204e-16,0.00042608,-2.2204e-16,0,0,1,452085.5,4233614826.9994,2007888.9995,8.429e-06,2690,7667449.5,-2.2204e-16,-2.2204e-16,0.00042608,-2.2204e-16,0,0,25363.dcm
0.5,16122,1220205219.2981,650444.4986,0.012572,1501.75,2257061.1129,0.69315,0.69315,0.00045956,0.69315,-1,0.86603,0.5,16122,1220205219.2981,650444.4986,0.012572,1501.75,2257061.1129,0.69315,0.69315,0.00045956,0.69315,-1,0.86603,0.5,16122,1220205219.2981,650444.4986,0.012572,1501.75,2257061.1129,0.69315,0.69315,0.00045956,0.69315,-1,0.86603,0.05,40583,12261636385.7766,610958.3487,0.0042616,1481.775,2248294.322,2.9957,2.9957,4.7495e-05,2.9611,-1,0.99875,0.047619,38809.2857,13020912191.8693,614354.4273,0.0040978,1489.4762,2269397.9722,3.0445,3.0445,4.5089e-05,3.0115,-1,0.99887,0.043478,37129.5543,14158742435.9433,608302.2596,0.0037593,1481.6196,2247266.123,3.1355,3.1355,4.1799e-05,3.0903,-1,0.99905,25375.dcm
1,107088.75,362920901.2495,255024.9997,1.068e-05,875.25,854993.75,-2.2204e-16,-2.2204e-16,0.0005152,-2.2204e-16,0,0,1,107088.75,362920901.2495,255024.9997,1.068e-05,875.25,854993.75,-2.2204e-16,-2.2204e-16,0.0005152,-2.2204e-16,0,0,1,107088.75,362920901.2495,255024.9997,1.068e-05,875.25,854993.75,-2.2204e-16,-2.2204e-16,0.0005152,-2.2204e-16,0,0,1,107088.75,362920901.2495,255024.9997,1.068e-05,875.25,854993.75,-2.2204e-16,-2.2204e-16,0.0005152,-2.2204e-16,0,0,1,107088.75,362920901.2495,255024.9997,1.068e-05,875.25,854993.75,-2.2204e-16,-2.2204e-16,0.0005152,-2.2204e-16,0,0,1,107088.75,362920901.2495,255024.9997,1.068e-05,875.25,854993.75,-2.2204e-16,-2.2204e-16,0.0005152,-2.2204e-16,0,0,25404.dcm
1,330968.5,1330193303.9995,710648.9997,0.014708,1552.5,2723402.5,-2.2204e-16,-2.2204e-16,0.00044964,-2.2204e-16,0,0,1,330968.5,1330193303.9995,710648.9997,0.014708,1552.5,2723402.5,-2.2204e-16,-2.2204e-16,0.00044964,-2.2204e-16,0,0,1,330968.5,1330193303.9995,710648.9997,0.014708,1552.5,2723402.5,-2.2204e-16,-2.2204e-16,0.00044964,-2.2204e-16,0,0,1,330968.5,1330193303.9995,710648.9997,0.014708,1552.5,2723402.5,-2.2204e-16,-2.2204e-16,0.00044964,-2.2204e-16,0,0,1,330968.5,1330193303.9995,710648.9997,0.014708,1552.5,2723402.5,-2.2204e-16,-2.2204e-16,0.00044964,-2.2204e-16,0,0,1,330968.5,1330193303.9995,710648.9997,0.014708,1552.5,2723402.5,-2.2204e-16,-2.2204e-16,0.00044964,-2.2204e-16,0,0,25410.dcm
1,251527.5,1879526991.9994,1661520.9989,2.2992e-05,2258.5,5250269.5,-2.2204e-16,-2.2204e-16,0.00066489,-2.2204e-16,0,0,0.5,195207.5,4170854587.6844,1619528.4989,0.00013123,2363,5734591.1669,0.69315,0.69315,0.00033223,0.69315,-1,0.86603,0.5,195207.5,4170854587.6844,1619528.4989,0.00013123,2363,5734591.1669,0.69315,0.69315,0.00033223,0.69315,-1,0.86603,0.5,195207.5,4170854587.6844,1619528.4989,0.00013123,2363,5734591.1669,0.69315,0.69315,0.00033223,0.69315,-1,0.86603,0.5,195207.5,4170854587.6844,1619528.4989,0.00013123,2363,5734591.1669,0.69315,0.69315,0.00033223,0.69315,-1,0.86603,0.5,195207.5,4170854587.6844,1619528.4989,0.00013123,2363,5734591.1669,0.69315,0.69315,0.00033223,0.69315,-1,0.86603,25413.dcm
1,131083.5,291328234.9994,152880.9997,1.484e-05,828,814551.5,-2.2204e-16,-2.2204e-16,0.00058651,-2.2204e-16,0,0,1,131083.5,291328234.9994,152880.9997,1.484e-05,828,814551.5,-2.2204e-16,-2.2204e-16,0.00058651,-2.2204e-16,0,0,1,131083.5,291328234.9994,152880.9997,1.484e-05,828,814551.5,-2.2204e-16,-2.2204e-16,0.00058651,-2.2204e-16,0,0,1,131083.5,291328234.9994,152880.9997,1.484e-05,828,814551.5,-2.2204e-16,-2.2204e-16,0.00058651,-2.2204e-16,0,0,1,131083.5,291328234.9994,152880.9997,1.484e-05,828,814551.5,-2.2204e-16,-2.2204e-16,0.00058651,-2.2204e-16,0,0,1,131083.5,291328234.9994,152880.9997,1.484e-05,828,814551.5,-2.2204e-16,-2.2204e-16,0.00058651,-2.2204e-16,0,0,25417.dcm
0.5,350976.625,4564148129.3396,1330604.4994,0.00073925,2133.625,4875941.7731,0.69315,0.69315,0.00024802,0.69315,-1,0.86603,0.5,350976.625,4564148129.3396,1330604.4994,0.00073925,2133.625,4875941.7731,0.69315,0.69315,0.00024802,0.69315,-1,0.86603,0.5,350976.625,4564148129.3396,1330604.4994,0.00073925,2133.625,4875941.7731,0.69315,0.69315,0.00024802,0.69315,-1,0.86603,0.5,350976.625,4564148129.3396,1330604.4994,0.00073925,2133.625,4875941.7731,0.69315,0.69315,0.00024802,0.69315,-1,0.86603,0.5,350976.625,4564148129.3396,1330604.4994,0.00073925,2133.625,4875941.7731,0.69315,0.69315,0.00024802,0.69315,-1,0.86603,0.5,350976.625,4564148129.3396,1330604.4994,0.00073925,2133.625,4875941.7731,0.69315,0.69315,0.00024802,0.69315,-1,0.86603,25418.dcm
1,100766.5,1667514409.9995,883599.9995,4.2227e-05,1819.5,3407686.5,-2.2204e-16,-2.2204e-16,0.00049579,-2.2204e-16,0,0,1,100766.5,1667514409.9995,883599.9995,4.2227e-05,1819.5,3407686.5,-2.2204e-16,-2.2204e-16,0.00049579,-2.2204e-16,0,0,1,100766.5,1667514409.9995,883599.9995,4.2227e-05,1819.5,3407686.5,-2.2204e-16,-2.2204e-16,0.00049579,-2.2204e-16,0,0,1,100766.5,1667514409.9995,883599.9995,4.2227e-05,1819.5,3407686.5,-2.2204e-16,-2.2204e-16,0.00049579,-2.2204e-16,0,0,0.25,124828.1875,5670484984.2009,740272.4996,9.199e-05,1671.6875,2927357.7074,1.3863,1.3863,0.00012376,1.3863,-1,0.96825,0.25,124828.1875,5670484984.2009,740272.4996,9.199e-05,1671.6875,2927357.7074,1.3863,1.3863,0.00012376,1.3863,-1,0.96825,25422.dcm
0.5,12640.5,1216119039.5718,523542.4989,0.025422,1462.5,2147902.0249,0.69315,0.69315,0.00043937,0.69315,-1,0.86603,0.5,12640.5,1216119039.5718,523542.4989,0.025422,1462.5,2147902.0249,0.69315,0.69315,0.00043937,0.69315,-1,0.86603,0.125,32255.3438,4820215605.2719,563139.4988,0.0076699,1454.7813,2132855.6527,2.0794,2.0794,0.00010926,2.0794,-1,0.99216,0.125,32255.3438,4820215605.2719,563139.4988,0.0076699,1454.7813,2132855.6527,2.0794,2.0794,0.00010926,2.0794,-1,0.99216,0.043478,45913.4565,13843740472.4711,603667.2597,0.0061695,1441.9783,2113467.5426,3.1054,3.1355,3.9163e-05,3.1054,-1,0.99905,0.037037,44343.6667,15482471621.4241,566840.4433,0.0052723,1402.4444,2006370.2636,3.2573,3.2958,3.364e-05,3.2573,-1,0.99931,25430.dcm
0.0090845,2300.1881,37636190139.8804,803670.9537,0.068776,1777.3916,3147426.4768,4.3163,4.709,3.664e-05,3.5645,-0.80455,0.99932,0.0077167,2689.5639,44998294400.8755,792431.3138,0.06539,1765.5902,3106195.7352,4.4798,4.8721,3.2951e-05,3.6838,-0.8268,0.99955,0.007063,3593.5638,49838782283.2092,783171.0325,0.061834,1752.5293,3062606.9937,4.5849,4.96,2.9039e-05,3.8143,-0.84232,0.99966,0.0068222,4152.5017,52040872472.3926,778678.838,0.059836,1745.665,3040220.1582,4.6287,4.9945,2.7654e-05,3.8657,-0.84905,0.9997,0.0065114,4955.0876,54795693693.7412,770960.1827,0.05718,1734.9379,3005823.0792,4.6891,5.0408,2.5555e-05,3.9527,-0.8557,0.99975,0.0063867,5295.1328,56123873803.1946,767222.3668,0.056113,1729.9828,2990136.9933,4.7149,5.06,2.4834e-05,3.9815,-0.85921,0.99976,25492.dcm
0.015991,3142.4102,31160551044.9706,820989.1389,0.035075,1791.4414,3200210.5567,3.8803,4.1426,3.0993e-05,3.5579,-0.86449,0.99929,0.005175,2085.145,74782636067.1876,868809.1032,0.029641,1852.9375,3422082.949,4.8436,5.2751,2.1111e-05,3.9932,-0.82048,0.99973,0.0047122,2614.3162,82741712608.3286,857412.6147,0.029491,1838.1541,3369580.317,4.958,5.3679,1.9594e-05,4.0751,-0.83082,0.99979,0.0038435,3178.4026,104321047400.5886,827280.3915,0.027377,1805.294,3253824.7085,5.1766,5.5699,1.7502e-05,4.1894,-0.84956,0.99988,0.0032687,3747.6648,122172589569.9648,801890.8105,0.026713,1774.7964,3149135.1722,5.3267,5.7311,1.6191e-05,4.2678,-0.85318,0.99991,0.0027124,4185.4147,146409179543.631,764053.6848,0.031071,1729.9478,2999812.8035,5.5115,5.9168,1.6196e-05,4.2906,-0.86022,0.99994,25516.dcm
1,66519.25,595066610.249,660968.9983,0.00011665,1565.25,2512836.25,-2.2204e-16,-2.2204e-16,0.0010277,-2.2204e-16,0,0,0.33333,62758.3333,1670035444.9206,614099.3317,0.00018761,1511.3333,2343233.4682,1.0986,1.0986,0.00034188,1.0986,-1,0.94281,0.33333,62758.3333,1670035444.9206,614099.3317,0.00018761,1511.3333,2343233.4682,1.0986,1.0986,0.00034188,1.0986,-1,0.94281,0.33333,62758.3333,1670035444.9206,614099.3317,0.00018761,1511.3333,2343233.4682,1.0986,1.0986,0.00034188,1.0986,-1,0.94281,0.33333,62758.3333,1670035444.9206,614099.3317,0.00018761,1511.3333,2343233.4682,1.0986,1.0986,0.00034188,1.0986,-1,0.94281,0.090909,47501.3636,6127519698.1008,621240.9983,0.0024257,1501.1818,2306767.3963,2.3979,2.3979,0.00010522,2.3034,-1,0.99586,25539.dcm
0.125,12124.3438,1890914517.9112,270546.3741,0.035353,1010.8438,1030953.0286,1.9928,2.0794,0.00011803,2.0794,-0.91477,0.98773,0.066667,8847.4167,3546025281.7637,262104.1991,0.019609,1008.2833,1022933.2711,2.6387,2.7081,6.887e-05,2.6387,-0.95583,0.99661,0.0625,9231.1719,3748429441.9736,257877.7491,0.018398,1007.4844,1020644.9153,2.6859,2.7726,6.4138e-05,2.7076,-0.95161,0.99697,0.04212,8523.577,5836314434.494,279271.6064,0.018469,1054.4149,1124502.5835,3.0946,3.1674,4.6605e-05,3.0464,-0.94225,0.99835,0.040032,8828.7823,6258207669.0224,285614.9594,0.017571,1063.7308,1145329.8284,3.1491,3.2185,4.6262e-05,3.0804,-0.9459,0.99851,0.033352,9281.7244,7183623156.0079,283400.1006,0.014703,1053.7321,1133555.2178,3.332,3.4009,3.8724e-05,3.2511,-0.92908,0.99883,25562.dcm
0.0090845,2300.1881,32940211695.2138,733566.8828,0.068776,1697.3916,2870134.4278,4.3163,4.709,3.8221e-05,3.5645,-0.80455,0.99932,0.0077167,2689.5639,39379722225.9193,722839.1332,0.06539,1685.5902,2830818.0681,4.4798,4.8721,3.4367e-05,3.6838,-0.8268,0.99955,0.007063,3593.5638,43603027790.6819,714009.1014,0.061834,1672.5293,2789335.8918,4.5849,4.96,3.0281e-05,3.8143,-0.84232,0.99966,0.0068222,4152.5017,45522035391.7478,709728.4379,0.059836,1665.665,2768054.3506,4.6287,4.9945,2.8834e-05,3.8657,-0.84905,0.9997,0.0065114,4955.0876,47917831632.0107,702379.8005,0.05718,1654.9379,2735383.277,4.6891,5.0408,2.6642e-05,3.9527,-0.8557,0.99975,0.0063867,5295.1328,49073120629.8294,698823.8667,0.056113,1649.9828,2720494.1346,4.7149,5.06,2.5889e-05,3.9815,-0.85921,0.99976,25646.dcm
0.14286,6753.8571,127177107.5913,62583.2819,0.020209,447.6429,201940.8831,1.8964,1.9459,0.00041521,1.8964,-1,0.98974,0.097222,5350.9792,215948799.0376,65041.0795,0.029688,473.2847,226927.8215,2.3026,2.3411,0.00028014,2.2833,-1,0.99516,0.051587,4954.7917,498014973.0575,77771.5474,0.023176,527.6052,284244.5294,2.8794,2.9674,0.00018127,2.7494,-0.97584,0.99845,0.049043,5032.9623,507836706.5702,75575.5031,0.021988,515.9396,274316.691,2.934,3.0177,0.00016983,2.8103,-0.97742,0.99861,0.032393,5357.1288,613203615.918,57512.1762,0.020942,444.1554,213590.8094,3.3526,3.4319,0.00012061,3.1589,-0.98681,0.9994,0.019787,4983.9886,686322989.7938,37926.5523,0.025071,347.1281,145623.709,3.8518,3.9248,7.4129e-05,3.6139,-0.98062,0.99974,25660.dcm
1,8598.25,23881679.9979,60515.9979,0.0008695,448.25,207612.25,-2.2204e-16,-2.2204e-16,0.0020833,-2.2204e-16,0,0,0.1,8254.675,310859528.258,73014.7977,0.001145,523.675,284784.3644,2.3026,2.3026,0.00021486,2.2679,-0.93979,0.99338,0.045833,8067.1937,849457036.6549,93360.9724,0.0012218,570.7646,342440.1553,3.0522,3.0869,0.00011004,2.9591,-0.96995,0.99865,0.045833,8067.1937,849457036.6549,93360.9724,0.0012218,570.7646,342440.1553,3.0522,3.0869,0.00011004,2.9591,-0.96995,0.99865,0.045833,8067.1937,849457036.6549,93360.9724,0.0012218,570.7646,342440.1553,3.0522,3.0869,0.00011004,2.9591,-0.96995,0.99865,0.028783,7636.8643,1007152425.2208,66045.3145,0.002674,469.2508,250767.1192,3.53,3.5517,7.1847e-05,3.3771,-0.97716,0.99946,25661.dcm
1,40011.25,66531401.9989,80655.9994,5.176e-05,533.75,323727.25,-2.2204e-16,-2.2204e-16,0.0010661,-2.2204e-16,0,0,1,40011.25,66531401.9989,80655.9994,5.176e-05,533.75,323727.25,-2.2204e-16,-2.2204e-16,0.0010661,-2.2204e-16,0,0,0.5,29361.875,92259776.9402,63655.9994,8.4107e-05,438.125,225260.9852,0.69315,0.69315,0.00053248,0.69315,-1,0.86603,0.2,32024.95,293904564.9582,55416.5995,0.00015435,491.55,280040.1019,1.6094,1.6094,0.00021231,1.6094,-1,0.9798,0.025072,18432.7359,953324942.9379,19091.6537,0.013154,299.9238,122438.1984,3.6375,3.6907,3.1659e-05,3.5465,-0.96487,0.99957,0.02494,18362.7792,965562861.0131,19353.1168,0.013145,300.7795,122861.8438,3.6435,3.6965,3.1479e-05,3.5528,-0.96513,0.99958,25670.dcm
