angular_Second_Momentorg1,Contrastorg1,Correlationorg1,SoSVarianceorg1,inverse_Diff_Momentorg1,sum_Averageorg1,sum_Varianceorg1,sum_Entropyorg1,Entropyorg1,diff_Varianceorg1,diff_Entropyorg1,info_M_Correlation_1org1,info_M_Correlation_2org1,ImageName
0.0053406,11155.2002,52394722714.9716,337077.3387,0.01108,1070.1831,1292511.2743,5.1466,5.2324,1.0782e-005,4.6528,-0.95965,0.99997,26685.dcm
0.013804,7646.9949,1329616921.6465,46975.1439,0.018627,351.375,168844.0459,4.2016,4.2832,3.7988e-005,4.0114,-0.96662,0.99984,26687.dcm
0.0076613,11564.7795,36638205404.8409,659229.973,0.043629,1570.5738,2531952.0441,4.5373,4.8761,2.999e-005,3.8436,-0.84581,0.99966,2669.dcm
0.0023012,5410.9951,7826008103.4867,59232.0758,0.019663,457.1652,224705.5816,5.5844,6.0774,1.559e-005,4.7177,-0.8523,0.99994,26698.dcm
0.011182,15897.6183,38221825350.4378,453797.0536,0.011935,1308.7665,1899342.4892,4.434,4.4955,1.5514e-005,4.1728,-0.96196,0.99989,2671.dcm
0.0020706,7400.868,17659091485.4915,62056.4298,0.020221,420.0172,235907.0834,5.8303,6.1803,9.2074e-006,4.842,-0.8954,0.99998,26719.dcm
0.0022715,7227.2718,14706040747.3109,64382.0604,0.018213,426.576,243899.0081,5.7769,6.0877,1.1975e-005,4.809,-0.90411,0.99998,26740.dcm
0.002323,7331.3651,14846164832.3045,65628.2129,0.018078,429.8304,247722.4581,5.7588,6.0653,1.1954e-005,4.8114,-0.9076,0.99998,26763.dcm
0.0022299,7353.1845,14935564031.5467,58205.5177,0.019686,404.7818,222201.8819,5.7648,6.1062,9.6367e-006,4.8202,-0.89654,0.99998,26782.dcm
0.0035584,13438.3915,25999715126.1908,134943.7109,0.0081405,649.2983,514164.3692,5.4629,5.6388,8.4634e-006,4.8928,-0.93529,0.99998,26797.dcm
0.0079715,9533.8138,6433475744.5518,86163.4945,0.014411,517.2725,323830.4205,4.7298,4.8321,1.7606e-005,4.3922,-0.95868,0.99994,26803.dcm
0.011164,30640.9724,26134315272.6363,335563.7127,0.0056341,1027.0682,1262337.2231,4.4497,4.496,1.4492e-005,4.3331,-0.98961,0.99993,26809.dcm
0.00093125,10216.7856,105078693480.4782,771183.6627,0.049494,1693.8476,3035700.2569,5.6259,7.0229,1.6638e-005,4.4872,-0.64399,0.99939,2681.dcm
0.014562,32664.3154,22410517383.8807,382245.2828,0.0034567,1146.4152,1450159.7107,4.1891,4.2299,1.8473e-005,4.1118,-0.994,0.99988,26818.dcm
0.007563,27591.491,34777261884.7385,290061.9373,0.0056703,937.4758,1108850.7418,4.8348,4.8846,1.0492e-005,4.6111,-0.98274,0.99996,26827.dcm
0.0099173,9498.4564,3822287746.5971,70638.409,0.017132,445.7993,255692.6903,4.5416,4.6143,2.1968e-005,4.2437,-0.96433,0.99991,26834.dcm
0.0029167,12152.3317,27318565096.8299,114667.8156,0.0089085,579.1984,435192.196,5.6333,5.8375,8.1502e-006,4.934,-0.93354,0.99998,26839.dcm
0.013204,19335.4404,13260932987.7894,218882.4527,0.017658,725.4716,801887.8624,4.2746,4.3293,1.7414e-005,4.1176,-0.97706,0.99988,26845.dcm
0.025016,30164.6485,9835897219.0087,295403.2772,0.0062068,916.0738,1077763.7378,3.6717,3.6886,2.9291e-005,3.6281,-1,0.99969,26856.dcm
0.037625,35231.5912,6449039544.6108,325730.1779,0.0021214,970.783,1124484.0616,3.2833,3.2833,4.4239e-005,3.2602,-1,0.99929,26861.dcm
0.012826,9299.1314,2242522929.0389,63677.5347,0.011318,450.5395,239700.8595,4.2613,4.3565,3.5603e-005,4.0274,-0.96971,0.99987,26864.dcm
0.012031,46195.9433,16254142922.3266,236206.3835,0.0076319,794.5663,865043.0712,4.3673,4.4211,1.5095e-005,4.2302,-0.97722,0.9999,26867.dcm
0.0056355,16652.8648,17209430704.4222,129252.6931,0.0082244,615.646,460646.3401,5.0696,5.1788,9.2554e-006,4.6903,-0.95226,0.99996,26873.dcm
0.0093333,35271.8244,38417068818.0508,231526.4012,0.018429,897.3084,981074.8328,4.6389,4.6747,6.9966e-006,4.4479,-0.96552,0.99992,26877.dcm
0.0089724,13799.0235,8141025181.9973,125765.0594,0.0090637,625.6748,471346.9397,4.6439,4.7138,2.002e-005,4.3782,-0.9724,0.99994,26881.dcm
0.011838,11151.529,4127467759.5362,98799.6788,0.01864,583.2336,373905.2679,4.3671,4.4366,2.6186e-005,4.1608,-0.95666,0.99986,26886.dcm
0.03352,23530.2825,1599617912.6711,104118.2802,0.0092559,564.7097,369899.4397,3.376,3.3984,5.6737e-005,3.3527,-0.98981,0.99938,26889.dcm
0.0076785,10463.295,5236305278.4938,84488.3349,0.023132,530.4142,314142.6175,4.7593,4.8694,1.913e-005,4.4546,-0.94441,0.99993,26891.dcm
0.0047506,20948.9341,21491518117.0182,139403.2469,0.0059179,661.3216,521648.6779,5.2168,5.3509,7.8191e-006,4.8475,-0.93747,0.99996,26898.dcm
0.014086,10826.3643,2227589601.0688,69156.2506,0.008659,470.768,255997.6503,4.175,4.2626,3.1555e-005,4.0936,-0.97271,0.99985,26904.dcm
0.010667,9587.2896,3854151011.4686,81406.0471,0.017034,509.435,299647.1944,4.4505,4.5406,2.3138e-005,4.2382,-0.96084,0.99989,26907.dcm
0.0087723,9595.4764,3131617371.5147,63990.2773,0.0094983,449.7213,236049.6833,4.6092,4.7362,2.6442e-005,4.3122,-0.9601,0.99992,26911.dcm
0.010873,25823.7632,8913508891.5427,145686.5373,0.0098152,669.0358,539610.102,4.4609,4.5216,1.7123e-005,4.295,-0.97151,0.99991,26914.dcm
0.0068969,29665.3059,14855776874.2183,148115.6428,0.0040361,670.3046,543867.7599,4.8889,4.9767,1.1214e-005,4.6726,-0.96911,0.99996,26916.dcm
0.015883,53678.4876,15496561668.2231,283191.7534,0.0082596,908.9449,1045884.6175,4.0993,4.1428,1.9191e-005,3.9937,-0.99327,0.99986,26920.dcm
0.0073008,14354.7625,8816652716.9265,114824.144,0.010478,604.9198,432698.5986,4.8149,4.9199,1.7617e-005,4.5302,-0.96626,0.99995,26923.dcm
0.0093033,35428.1075,44817671291.6101,248263.4445,0.020708,927.3105,1038731.7586,4.6419,4.6774,6.6695e-006,4.4301,-0.96731,0.99992,26926.dcm
0.0050006,17191.7035,5660150814.3552,56825.7741,0.010119,414.4822,204765.6381,5.0321,5.2983,1.0452e-005,4.786,-0.92871,0.99995,26931.dcm
0.0059172,17051.2579,13797803850.7126,112640.9303,0.0095558,594.761,424732.5127,5.0191,5.1306,1.1431e-005,4.6731,-0.964,0.99997,26937.dcm
0.0083906,37439.4017,50004333969.4832,248927.169,0.018441,922.9559,1072801.7361,4.74,4.7809,5.9865e-006,4.531,-0.96393,0.99993,26943.dcm
0.0056281,12645.3598,3709000269.3814,38890.3025,0.015895,337.3805,144426.7422,4.904,5.1802,1.2079e-005,4.6204,-0.92591,0.99994,26946.dcm
0.023745,26517.6605,1892799097.1516,87046.0982,0.012223,461.9374,307415.9501,3.7335,3.742,4.0628e-005,3.6426,-0.98464,0.99966,26950.dcm
0.013919,12625.0361,1649063819.439,50826.8272,0.013592,413.3993,194794.9781,4.1669,4.2756,3.601e-005,4.0005,-0.96885,0.99984,26954.dcm
0.0032708,11453.1032,12276248516.1248,77542.0946,0.01505,499.9999,292065.621,5.4418,5.7237,1.0192e-005,4.8408,-0.90687,0.99996,26956.dcm
0.010766,41700.9241,19871663724.9601,243717.7184,0.0088478,825.8711,918789.0067,4.4707,4.532,1.4119e-005,4.2822,-0.97854,0.99992,26962.dcm
0.030695,51958.9114,5546151964.7776,208614.5061,0.0059989,759.0583,732438.6156,3.4557,3.4863,3.2919e-005,3.4456,-1,0.99953,26965.dcm
0.028283,42719.2997,5959139519.205,221666.2948,0.0062938,704.6799,737917.1648,3.5675,3.5675,3.2578e-005,3.4997,-1,0.9996,26966.dcm
0.016347,24355.5102,4187169151.2264,107009.6065,0.012713,523.5248,390783.1486,4.0524,4.1143,2.4577e-005,3.9626,-0.97756,0.99981,26970.dcm
0.0068645,10543.1615,5720779028.0411,78995.3938,0.022368,507.6239,292265.7425,4.8579,4.9816,1.7619e-005,4.5246,-0.94933,0.99994,26974.dcm
0.031832,51581.9863,3396199143.1093,159472.2912,0.00062767,638.5122,566285.2895,3.4255,3.4486,3.7486e-005,3.4052,-0.97749,0.99935,26978.dcm
0.0048967,20882.2599,18828197220.9467,129329.9027,0.0059163,630.861,482938.5349,5.1832,5.32,8.1287e-006,4.8248,-0.9387,0.99996,26983.dcm
0.0097637,9815.8064,2962795819.6799,63486.4583,0.0076296,438.4919,230252.16,4.5351,4.631,2.5052e-005,4.3218,-0.9662,0.99992,26989.dcm
0.009118,9543.1717,4060088120.5306,72379.0448,0.016254,481.6447,273903.3959,4.6096,4.6979,2.11e-005,4.3374,-0.95646,0.99991,26995.dcm
0.0011236,48505.5312,672897255506.4109,889378.9852,0.014016,1697.5095,3461745.452,6.396,6.7921,2.7223e-006,5.5536,-0.89109,0.99999,270.dcm
0.010503,9743.3887,2856324548.4267,69740.2818,0.010245,478.5316,258870.3582,4.4337,4.5563,3.0374e-005,4.1771,-0.96188,0.9999,27000.dcm
0.010785,25846.045,9079415058.6586,144742.899,0.0096834,667.0679,537130.2659,4.4733,4.5297,1.6919e-005,4.3028,-0.9727,0.99991,27004.dcm
0.011734,13918.7193,1721431987.5339,59175.1457,0.014774,446.0942,212433.3683,4.2893,4.4454,3.2379e-005,4.1857,-0.95291,0.99985,27009.dcm
0.012136,14963.6208,6944253639.3128,154509.3239,0.0079551,736.9696,580936.9218,4.3218,4.4122,2.4836e-005,4.1789,-0.9747,0.99989,27015.dcm
0.011497,40547.4346,34596053133.9637,249213.7154,0.021109,912.3948,1054203.2259,4.438,4.4658,8.2453e-006,4.2524,-0.96641,0.99988,27021.dcm
0.015728,13450.6101,1367827413.122,51180.2106,0.012493,418.3314,191571.1484,4.0482,4.1536,4.0392e-005,3.9062,-0.96949,0.99981,27026.dcm
0.0060344,12060.7711,7392555304.2836,80151.3975,0.016834,514.4343,300940.0716,4.9405,5.1113,1.5353e-005,4.5653,-0.94819,0.99995,27029.dcm
0.0079219,35830.1133,20410194709.6356,194373.5411,0.010964,711.0785,728344.5969,4.7631,4.8382,1.0144e-005,4.5785,-0.96885,0.99995,27037.dcm
0.010642,34397.3618,46649836788.3128,487149.8667,0.0064761,1147.1557,1698481.7796,4.5245,4.5431,1.1469e-005,4.3386,-0.98854,0.99993,27040.dcm
0.0086838,10608.3019,4926413735.2327,88631.7422,0.024659,550.8052,333812.5881,4.6491,4.7467,2.0934e-005,4.3783,-0.94992,0.99991,27045.dcm
0.0014277,4965.5029,75177800067.4343,536448.7114,0.046009,1432.5978,2132029.0007,5.6097,6.5673,1.9452e-005,4.3045,-0.72811,0.99975,2705.dcm
0.0030053,17010.8056,22386823643.6305,98104.4471,0.0093834,525.7092,366945.9316,5.5798,5.8083,6.5995e-006,5.0219,-0.92306,0.99998,27051.dcm
0.0099015,9672.2873,3327371339.8195,70445.0807,0.010224,467.8162,258635.5808,4.5179,4.6151,2.4629e-005,4.3149,-0.96534,0.99992,27057.dcm
0.011275,9725.4979,3330642901.0343,77477.4541,0.017098,498.551,284189.1766,4.3941,4.4855,2.4371e-005,4.2034,-0.95983,0.99988,27061.dcm
0.0088697,9654.6809,3168706838.3057,64792.5081,0.0095717,454.2913,239012.8451,4.5998,4.7251,2.6669e-005,4.3059,-0.96078,0.99992,27065.dcm
0.011022,26064.345,8866256028.1665,147336.5842,0.0099091,674.8505,546181.6966,4.4503,4.508,1.7297e-005,4.2859,-0.97103,0.9999,27069.dcm
0.0053193,27646.7356,25087353303.4858,181908.7442,0.0064422,766.7203,685387.4191,5.1386,5.2364,8.9837e-006,4.8226,-0.95823,0.99997,27074.dcm
0.021931,53060.2697,22029441756.0468,516103.3541,0.0033879,1267.3264,1805775.983,3.7985,3.8215,2.1781e-005,3.7028,-0.98202,0.99969,27077.dcm
0.028501,13026.1936,1490860841.1072,95124.2716,0.031468,527.3644,342359.721,3.5402,3.5602,5.9633e-005,3.4522,-0.97746,0.99947,27079.dcm
0.030373,52864.0272,13198298227.6343,418840.5093,0.0013352,1079.5581,1473810.6437,3.4954,3.4954,2.9325e-005,3.4424,-1,0.99954,27082.dcm
0.040161,63496.6037,6433745917.6131,316599.3388,0.0019673,897.1101,1097193.5164,3.2169,3.2169,4.5344e-005,3.1357,-1,0.99919,27085.dcm
0.020892,44572.0726,6675971226.4602,200686.2777,0.0094933,826.7368,750461.9766,3.832,3.8698,2.7351e-005,3.7921,-0.97732,0.99972,27087.dcm
0.030625,26451.649,2079208828.5699,133409.9269,0.00086864,607.2256,477472.7273,3.4549,3.4874,4.8948e-005,3.4259,-0.95566,0.99919,27092.dcm
0.034547,26678.228,2039421697.3167,123188.1272,0.011164,558.5868,436690.3788,3.3069,3.3664,5.3488e-005,3.3313,-1,0.9994,27093.dcm
0.018582,45766.9221,27178643072.3871,518631.297,0.0053983,1251.3363,1838122.8479,3.9545,3.9873,1.8268e-005,3.8764,-0.98526,0.99978,27096.dcm
0.015708,17835.5702,6190499906.5998,136432.4468,0.016891,625.9316,503985.2188,4.1001,4.1543,2.3241e-005,3.9783,-0.98274,0.99984,27101.dcm
0.0015589,15796.4664,564774623258.2346,979115.3232,0.016618,1859.6215,3856746.6463,6.1597,6.465,4.9178e-006,5.1121,-0.90582,0.99999,27115.dcm
0.022277,14939.655,6869478422.0391,225566.9591,0.0090471,865.2211,852192.2725,3.7972,3.8054,3.5873e-005,3.6804,-0.99186,0.99973,2712.dcm
0.0022088,14936.7942,465560126980.8523,1122703.5108,0.017481,2049.3009,4361512.0414,5.8318,6.1153,5.6811e-006,4.9884,-0.9153,0.99998,27135.dcm
0.0015589,15796.4664,564774623258.2346,979115.3232,0.016618,1859.6215,3856746.6463,6.1597,6.465,4.9178e-006,5.1121,-0.90582,0.99999,27152.dcm
0.0085533,31100.1274,14916631845.5797,188137.9679,0.010941,730.7464,672743.6815,4.6918,4.7618,1.4062e-005,4.454,-0.96606,0.99994,2716.dcm
0.0012622,15037.1814,716316184978.3147,1015144.7711,0.016725,1910.7615,3984443.0229,6.3361,6.676,4.5735e-006,5.1701,-0.89979,0.99999,27174.dcm
0.0034191,29336.6051,341260920849.0222,865244.6304,0.0075546,1709.0074,3374183.3388,5.6181,5.6784,4.291e-006,5.0915,-0.96636,0.99999,27190.dcm
0.016171,32592.4873,23159607868.622,395019.0264,0.011071,1004.7826,1495522.0937,4.0973,4.1258,1.7783e-005,3.9879,-0.98217,0.99983,27198.dcm
0.017796,42038.5239,25514081194.3655,482077.5374,0.0069476,1194.5124,1796226.5354,3.9922,4.0293,1.7621e-005,3.9615,-0.98448,0.9998,27201.dcm
0.012758,46355.4262,29030023069.5754,381223.4829,0.007679,1040.4854,1456200.8069,4.318,4.3623,1.3425e-005,4.2372,-0.98474,0.9999,27203.dcm
0.031549,51538.1757,5703826490.1958,237508.0221,0.0072885,763.2664,833874.1199,3.457,3.457,3.7293e-005,3.4045,-1,0.9995,27205.dcm
0.012869,45635.7251,33333247443.2141,420148.049,0.0010247,1156.368,1613073.6386,4.3068,4.3552,1.2917e-005,4.2239,-0.98144,0.99989,27208.dcm
0.01202,37122.4909,32852241551.5247,392251.9225,0.0044827,1075.7396,1480246.3562,4.378,4.4234,1.279e-005,4.2475,-0.98193,0.9999,27211.dcm
0.010791,41625.4136,33364608515.9093,358087.2981,0.0047337,1027.3228,1375965.9456,4.4828,4.5312,1.1533e-005,4.3463,-0.97722,0.99992,27215.dcm
0.01202,37122.4909,32852241551.5247,392251.9225,0.0044827,1075.7396,1480246.3562,4.378,4.4234,1.279e-005,4.2475,-0.98193,0.9999,27219.dcm
0.0082182,3599.4278,21181549144.4342,317466.5282,0.027372,1119.6009,1276950.1134,4.6757,4.8029,2.4765e-005,4.1132,-0.93001,0.99989,27222.dcm
0.022767,11612.3553,2980185400.0759,133036.5738,0.014926,599.5138,484535.862,3.7668,3.7833,4.1965e-005,3.667,-0.97053,0.99964,27224.dcm
0.0059822,5272.7398,27731284029.5794,268910.8307,0.021829,1009.0744,1090435.8173,4.9979,5.1201,1.9318e-005,4.3476,-0.94406,0.99995,27226.dcm
0.0069079,3390.0578,25816823488.963,313554.4528,0.02566,1111.9351,1264108.9486,4.8244,4.9771,2.2157e-005,4.1941,-0.93205,0.99992,27229.dcm
0.005935,18427.1493,41278826879.5149,314753.9654,0.014055,987.2967,1208743.2767,5.0528,5.1269,1.1409e-005,4.6519,-0.96797,0.99997,2723.dcm
0.017129,10991.6578,3875374103.1889,128063.3265,0.012447,626.2307,470224.5165,4.0436,4.068,3.3487e-005,3.8947,-0.97476,0.99979,27231.dcm
0.0085511,3781.956,18367122298.8485,278887.2519,0.02558,1049.7507,1137498.0402,4.6522,4.7619,2.7094e-005,4.0868,-0.941,0.9999,27234.dcm
0.019056,12753.9487,4014620328.0846,138304.9481,0.012451,580.7577,488395.9997,3.9276,3.9606,3.63e-005,3.7489,-0.9738,0.99975,27237.dcm
0.016822,16805.4176,4917086515.489,141718.0511,0.0057196,632.4967,535991.399,4.0681,4.0855,3.0396e-005,3.9093,-0.97334,0.9998,27243.dcm
0.021665,14807.2409,4047286946.9951,158337.1597,0.0031209,651.8696,560875.1945,3.8178,3.8331,3.9328e-005,3.6657,-0.97619,0.99969,27245.dcm
0.023142,14962.255,4006153419.0864,167273.9148,0.0040572,676.3544,593478.0703,3.7504,3.7665,4.1051e-005,3.6178,-0.97636,0.99965,27251.dcm
0.0012415,191813.208,902133757595.3706,880335.9828,0.0031424,1735.1404,3300936.5478,6.418,6.6918,1.0849e-006,6.0736,-0.92719,1,27265.dcm
0.012782,21188.385,13137668338.5257,229500.2226,0.0094377,777.6395,868557.4694,4.3354,4.3617,2.0347e-005,4.1513,-0.9806,0.99989,2728.dcm
0.0011264,191426.43,931208192068.5693,869473.6521,0.0033224,1720.3779,3242382.9149,6.4983,6.789,1.0055e-006,6.1362,-0.91998,1,27283.dcm
0.010156,23242.8232,14472682087.7001,203324.4936,0.011054,729.0494,775323.6959,4.5603,4.5914,1.6449e-005,4.347,-0.97594,0.99992,2730.dcm
0.0010938,185475.2421,970887272483.113,852446.8379,0.0029996,1706.3234,3192480.8697,6.5226,6.8184,1.0067e-006,6.1396,-0.92106,1,27317.dcm
0.0010956,195661.7484,901223266062.0299,850781.3402,0.0034329,1693.501,3174672.1259,6.5268,6.817,9.8981e-007,6.1496,-0.918,1,27338.dcm
0.0090716,19064.8083,37283918903.4168,432784.6504,0.012055,1217.6969,1637994.7355,4.6238,4.7027,1.5973e-005,4.3321,-0.97617,0.99994,2734.dcm
0.0032155,20183.4074,163274091292.6035,524665.6447,0.01727,1306.5111,2049284.775,5.6035,5.7408,6.5938e-006,5.0014,-0.96039,0.99999,27365.dcm
0.0068051,28603.9087,17476233727.4083,180029.7384,0.015395,723.5649,655043.6466,4.8983,4.9913,1.1625e-005,4.6286,-0.95797,0.99995,2739.dcm
0.0033445,29291.1682,137144494971.7454,424373.1202,0.0084663,1140.3149,1644322.8959,5.5846,5.7004,5.6934e-006,5.0842,-0.96953,0.99999,27400.dcm
0.0010908,11725.6456,191049994501.769,224854.0654,0.020544,725.9627,871979.6744,6.377,6.8223,3.8731e-006,5.1023,-0.88061,0.99999,27425.dcm
0.01494,23157.4319,13981641094.2258,279681.8285,0.0087418,919.4392,1060506.7244,4.1888,4.2042,2.3009e-005,4.0219,-0.98758,0.99987,2744.dcm
0.0042329,16823.95,130231103265.5256,604946.4097,0.019395,1443.6081,2342969.7784,5.3335,5.4662,8.3712e-006,4.8013,-0.95956,0.99998,27454.dcm
0.028219,141545.8889,43906108572.495,861939.5377,0.0027398,1632.8341,3225980.2386,3.5686,3.5686,1.7979e-005,3.521,-0.98894,0.99954,2746.dcm
0.0061829,26983.2073,102724587905.8918,648011.5128,0.0068917,1515.0502,2490566.5119,4.9728,5.086,8.3281e-006,4.7097,-0.96843,0.99997,27481.dcm
0.0095775,36233.9029,17207236851.5533,216830.5833,0.0076677,803.614,786712.0354,4.5871,4.6488,1.3953e-005,4.434,-0.98465,0.99994,2749.dcm
0.0050188,31935.4707,109020907972.8809,586437.7642,0.013541,1378.2075,2258148.0178,5.2056,5.2961,7.255e-006,4.8589,-0.96379,0.99997,27491.dcm
0.0046802,14040.8401,116598033849.3134,599885.3446,0.020812,1438.4674,2343147.2036,5.2375,5.366,9.4083e-006,4.6965,-0.95914,0.99998,27520.dcm
0.012906,23762.7001,13858144909.8811,249489.1464,0.0085074,831.8359,934841.7715,4.3368,4.3502,2.0406e-005,4.137,-0.97811,0.99989,2753.dcm
0.014943,88782.3134,33860366544.4193,495751.519,0.0050555,1162.6893,1817849.2831,4.1882,4.2041,1.2253e-005,4.1323,-0.96911,0.99984,27538.dcm
0.013164,102468.6485,37159234667.4035,471866.9308,0.0045373,1142.9329,1746053.8229,4.3168,4.3305,1.122e-005,4.2286,-0.97294,0.99988,27542.dcm
0.015701,88914.5431,33810985058.6094,502713.2696,0.0050768,1178.1593,1854054.2362,4.1433,4.1545,1.2957e-005,4.0827,-0.97651,0.99983,27546.dcm
0.013849,96820.5496,34885698780.2562,487212.0269,0.0046932,1132.6449,1736901.908,4.2704,4.2798,1.1469e-005,4.2015,-0.97096,0.99986,27549.dcm
0.0091144,32039.6232,31189860564.6303,326631.8756,0.0030055,966.0717,1256114.1079,4.6444,4.6981,1.1246e-005,4.475,-0.97018,0.99993,27555.dcm
0.012427,29433.8795,29553910711.8562,408653.1776,0.0033179,1094.477,1549207.9729,4.3581,4.3881,1.5081e-005,4.1973,-0.97895,0.99989,27562.dcm
0.013518,31293.0907,28112354446.0479,433714.5627,0.0032523,1142.214,1640720.8974,4.2711,4.3039,1.6019e-005,4.1388,-0.97332,0.99986,27571.dcm
0.0018779,54792.1197,237961360251.6953,462954.1291,0.0081881,1178.6053,1742788.4158,6.1118,6.2776,2.8967e-006,5.566,-0.93914,0.99999,27586.dcm
0.011335,87722.2328,54448033625.7646,570206.8343,0.0055272,1318.687,2029277.7208,4.4446,4.48,1.043e-005,4.3401,-0.98853,0.99992,27599.dcm
0.0099277,83063.3012,67763147115.2208,631144.444,0.0045175,1398.5431,2340668.8171,4.5607,4.6125,8.7131e-006,4.4838,-0.9722,0.99993,27608.dcm
0.0011431,15144.4695,79076980996.4023,658661.5761,0.057949,1498.8725,2600037.2657,5.6972,6.825,1.9285e-005,4.5383,-0.70245,0.99969,2761.dcm
0.013606,73020.2972,59036893825.3964,741448.6088,0.0054956,1564.5565,2754125.6173,4.25,4.2973,1.1894e-005,4.1871,-0.97877,0.99987,27610.dcm
0.01338,82396.4259,52186903827.1405,626489.9487,0.0032663,1418.4555,2253911.4237,4.2908,4.3141,1.2721e-005,4.1607,-0.99242,0.9999,27621.dcm
0.0015083,58100.6512,447035791197.0295,676359.491,0.0055877,1511.8098,2558622.5016,6.2371,6.4968,2.4926e-006,5.6793,-0.93052,0.99999,27665.dcm
0.02031,67385.7161,62294273764.0812,892720.6092,0.0022192,1717.7736,3221196.4686,3.8617,3.8968,1.399e-005,3.7984,-0.99272,0.99977,27711.dcm
0.042774,46762.8534,4108555774.1426,276869.0726,0.0017605,935.6638,1018361.3678,3.1406,3.1544,5.8017e-005,3.0963,-0.97136,0.99873,27713.dcm
0.01518,73026.6439,55840293082.9535,787686.919,0.006055,1645.3812,2947426.4896,4.1412,4.1887,1.3292e-005,4.0819,-0.97552,0.99983,27716.dcm
0.0094441,75940.2918,61772972793.0409,532701.7098,0.0075,1248.8542,1880034.7276,4.627,4.6629,8.9506e-006,4.4899,-0.99084,0.99995,27726.dcm
0.0026469,19323.8571,188389810730.1093,754785.1172,0.025859,1659.262,2950535.3799,5.6494,5.9375,7.5175e-006,4.9293,-0.90434,0.99997,2773.dcm
0.0020408,51138.0169,361152908860.3203,673097.3088,0.0053101,1501.6745,2587430.0148,6.0007,6.1944,3.077e-006,5.4983,-0.94629,0.99999,27736.dcm
0.0040164,44692.2027,99373732511.8706,413630.2,0.0079622,1199.2809,1578251.2706,5.4015,5.5174,5.1598e-006,5.0948,-0.95802,0.99998,27749.dcm
0.015702,68499.0666,78314584400.2241,844634.466,0.0028527,1633.8371,3029572.7782,4.1273,4.1545,1.0733e-005,4.0233,-0.98942,0.99985,27751.dcm
0.010583,89194.8958,74449650921.5714,700676.4947,0.0048631,1544.7351,2665703.9397,4.5008,4.5485,9.2198e-006,4.4294,-0.98115,0.99992,27754.dcm
0.012201,84348.4046,53557010181.8364,605207.611,0.0060404,1368.2973,2132674.3456,4.381,4.4065,1.1436e-005,4.256,-0.99031,0.99991,27768.dcm
0.00073813,9625.3627,185362226603.508,207632.3876,0.013436,803.2683,807083.6424,6.6427,7.2126,5.3263e-006,5.1557,-0.85651,0.99999,27793.dcm
0.0025044,20843.1243,192735321865.6551,730306.6393,0.024709,1615.3696,2844786.6216,5.7199,5.9927,7.2023e-006,4.9874,-0.90671,0.99998,2780.dcm
0.013344,9725.4945,3747854104.0348,87744.2767,0.012036,488.6489,324553.3114,4.2802,4.3171,3.0141e-005,3.9956,-0.98256,0.99988,27824.dcm
0.0087365,10546.8862,2998424468.6155,62049.6027,0.013816,412.5226,218006.615,4.6507,4.7404,2.2758e-005,4.3652,-0.95286,0.99992,27832.dcm
0.0072998,8041.1287,13210325661.9245,139566.105,0.019538,710.1104,536912.5306,4.782,4.9199,1.5961e-005,4.3381,-0.94519,0.99993,27833.dcm
0.0087365,10546.8862,2998424468.6155,62049.6027,0.013816,412.5226,218006.615,4.6507,4.7404,2.2758e-005,4.3652,-0.95286,0.99992,27852.dcm
0.00067177,8632.5508,178596956137.7949,216324.6719,0.014892,849.305,845591.9427,6.6517,7.3081,5.9388e-006,5.0913,-0.83306,0.99999,27874.dcm
0.0012873,13748.8843,70461146403.8574,722776.3618,0.062633,1610.5288,2843533.2647,5.4887,6.7101,2.1344e-005,4.417,-0.66674,0.9994,2789.dcm
0.026878,6214.4334,997659858.2681,67631.3109,0.0083876,449.4864,244927,3.5983,3.617,7.9725e-005,3.4216,-1,0.99964,27894.dcm
0.0021978,6958.3613,76115378121.4475,240695.8616,0.013208,907.1164,911611.9085,5.8614,6.121,8.3722e-006,4.84,-0.91346,0.99998,27909.dcm
0.0068616,6634.0604,9673803926.0572,127293.4885,0.018954,678.8146,483849.3494,4.8081,4.9819,2.0082e-005,4.3504,-0.93764,0.99993,27922.dcm
0.0021142,13917.2237,230685151420.8052,517835.5034,0.0091831,1357.3356,2025892.6282,5.9488,6.1591,5.9023e-006,5.0864,-0.93729,0.99999,27950.dcm
0.0092384,12218.568,7462970988.6471,138521.5719,0.015309,681.6058,521688.5182,4.61,4.6858,2.2551e-005,4.3043,-0.95509,0.99991,27965.dcm
0.017726,5525.0948,1820317680.0348,75858.7804,0.017135,521.2239,287808.8096,3.9602,4.0335,5.7038e-005,3.7509,-0.98469,0.99982,27968.dcm
0.027621,6134.0582,975905356.6406,68646.1989,0.0086058,450.2606,246771.9124,3.5705,3.5898,8.2639e-005,3.389,-1,0.99962,27975.dcm
0.0021106,21983.836,224326575783.3498,641771.9692,0.023345,1477.0349,2508556.3589,5.904,6.1633,6.3487e-006,5.0889,-0.91573,0.99999,2799.dcm
0.00071823,16231.7328,618777701727.782,477333.157,0.013873,1214.8589,1864548.6219,6.7244,7.2406,2.8185e-006,5.3269,-0.86445,0.99999,28003.dcm
0.0096444,20611.893,64513507505.7327,706333.5672,0.018767,1553.8664,2651907.3706,4.5465,4.6417,1.2991e-005,4.2336,-0.9468,0.99989,28059.dcm
