angular_Second_Momentotsu1,Contrastotsu1,Correlationotsu1,SoSVarianceotsu1,inverse_Diff_Momentotsu1,sum_Averageotsu1,sum_Varianceotsu1,sum_Entropyotsu1,Entropyotsu1,diff_Varianceotsu1,diff_Entropyotsu1,info_M_Correlation_1otsu1,info_M_Correlation_2otsu1,angular_Second_Momentotsu2,Contrastotsu2,Correlationotsu2,SoSVarianceotsu2,inverse_Diff_Momentotsu2,sum_Averageotsu2,sum_Varianceotsu2,sum_Entropyotsu2,Entropyotsu2,diff_Varianceotsu2,diff_Entropyotsu2,info_M_Correlation_1otsu2,info_M_Correlation_2otsu2,angular_Second_Momentotsu3,Contrastotsu3,Correlationotsu3,SoSVarianceotsu3,inverse_Diff_Momentotsu3,sum_Averageotsu3,sum_Varianceotsu3,sum_Entropyotsu3,Entropyotsu3,diff_Varianceotsu3,diff_Entropyotsu3,info_M_Correlation_1otsu3,info_M_Correlation_2otsu3,angular_Second_Momentotsu4,Contrastotsu4,Correlationotsu4,SoSVarianceotsu4,inverse_Diff_Momentotsu4,sum_Averageotsu4,sum_Varianceotsu4,sum_Entropyotsu4,Entropyotsu4,diff_Varianceotsu4,diff_Entropyotsu4,info_M_Correlation_1otsu4,info_M_Correlation_2otsu4,ImageName
0.016497,15142.7135,1916908949.4403,72371.9464,0.0088229,486.7003,260453.6322,4.0019,4.1057,3.7027e-05,3.9215,-0.96769,0.9998,0.022665,16936.9762,1837073800.5884,89481.0928,0.0059692,542.4859,313214.3948,3.6936,3.7884,4.9466e-05,3.6386,-0.9917,0.99973,0.036472,20121.2706,1373481777.3538,116941.2979,0.0058169,604.2633,381750.2592,3.2502,3.3127,7.7575e-05,3.201,-1,0.99933,0.064583,24167.8208,900501434.5221,152526.1138,0.0040752,664.3396,455284.3702,2.6956,2.7403,0.00012051,2.7403,-1,0.99791,18224.dcm
0.0010282,16399.0324,47503952573.0449,99003.343,0.014282,459.6877,370563.0235,6.1133,6.8838,3.3363e-06,5.2488,-0.80055,0.99995,0.0022395,12046.9838,23190514401.4989,78376.1344,0.016457,507.7211,278841.0982,5.5861,6.1042,3.9942e-06,5.0721,-0.84544,0.99995,0.011628,17299.125,15581318242.8106,154922.9067,0.011238,702.0262,523049.9478,4.3047,4.4543,9.0509e-06,4.2155,-0.94868,0.99986,0.02644,73821.8942,76159601194.6652,1313193.2019,0.0057724,2168.4112,4951812.7272,3.6154,3.6488,1.6197e-05,3.5961,-0.97938,0.99953,18231.dcm
0.00092042,44165.9065,818644076017.5543,930467.8109,0.0058991,1862.6387,3659066.348,6.4276,6.9918,1.9982e-06,5.7572,-0.87364,0.99999,0.0010386,40001.6481,724729519469.5129,1026985.7918,0.0064046,1990.3331,4017858.3221,6.2471,6.8712,2.1679e-06,5.6844,-0.86078,0.99999,0.0012181,35486.8313,627137009788.922,1105090.7834,0.0068287,2067.6922,4289445.3266,6.054,6.7119,2.3918e-06,5.5956,-0.85046,0.99998,0.0060424,43431.3718,234721999463.623,1322357.5635,0.0082619,2202.7806,4855076.3649,4.9042,5.109,5.3641e-06,4.8129,-0.93034,0.99994,18271.dcm
0.020924,18181.0695,4437573401.8651,153422.2913,0.015991,698.7042,578604.074,3.8536,3.869,3.3817e-05,3.7542,-0.97146,0.9997,0.02895,20547.61,4108959705.5836,200120.8658,0.020009,828.8329,747526.4105,3.5264,3.5488,4.3779e-05,3.4932,-0.96571,0.99943,0.042727,20281.3241,3582967481.2994,257086.6124,0.02869,946.965,932502.5356,3.1392,3.155,6.2116e-05,3.1411,-0.98112,0.99894,0.076923,21958.9615,2339003208.559,325054.536,0.0421,1054.0385,1138092.1687,2.5383,2.5649,0.00011144,2.5649,-0.95842,0.99633,18281.dcm
0.0012932,43394.8897,629831739803.2301,937181.9232,0.0066356,1867.1517,3705226.473,6.1878,6.652,2.3717e-06,5.6466,-0.89457,0.99999,0.0014993,37589.1773,555820778469.9456,1059431.9077,0.0074856,2031.2872,4163927.9803,5.9772,6.5043,2.652e-06,5.5482,-0.88135,0.99998,0.0018223,32683.0739,490479079972.1018,1134164.5945,0.0076084,2099.7425,4415045.9642,5.7747,6.3093,3.0471e-06,5.4345,-0.87893,0.99998,0.011508,37885.4585,134460101239.3002,1378320.1767,0.0068977,2239.7732,5019472.3141,4.33,4.4653,9.3263e-06,4.3054,-0.95294,0.99987,18310.dcm
0.01094,58367.4255,60251040405.3651,646236.9761,0.0072965,1389.7219,2463315.9082,4.4763,4.5158,9.7255e-06,4.3819,-0.96488,0.99989,0.014671,68020.5432,60331701378.1095,845511.779,0.008839,1693.176,3205410.94,4.1921,4.2225,1.2391e-05,4.1314,-0.96866,0.99983,0.022002,68573.3815,52112252231.2035,1126312.7959,0.0071432,2035.3088,4264059.4464,3.7867,3.8172,1.8478e-05,3.7419,-0.96199,0.9996,0.043478,46619.0543,30289512736.9893,1421056.8246,0.013587,2282.0543,5240980.3912,3.1054,3.1355,3.4942e-05,3.1054,-0.932,0.99811,18324.dcm
0.0087804,40747.5631,38003375854.9452,334137.6472,0.010103,983.4624,1220962.9607,4.6779,4.7357,9.2857e-06,4.542,-0.98177,0.99995,0.012854,46767.3251,37051440034.4901,461459.117,0.0062828,1226.8478,1683472.4463,4.3155,4.3554,1.2845e-05,4.2219,-0.98983,0.9999,0.020485,52334.0424,32338680502.6251,635101.2459,0.0072974,1510.6821,2331700.2604,3.8473,3.8899,1.8163e-05,3.8549,-0.99268,0.99977,0.04381,46949.8029,17275997766.8487,814945.5196,0.015373,1664.2724,2790519.7061,3.1152,3.1317,3.9493e-05,3.1013,-0.98042,0.99886,18341.dcm
0.002,104758.7179,5138445177689.137,3647092.2493,0.0041841,3403.5011,14399259.0136,6.1392,6.2146,1.2147e-06,5.6482,-0.97257,1,0.003096,124247.9598,4827256352520.053,5302028.9872,0.0030969,4409.5743,20868500.4082,5.7159,5.7777,1.497e-06,5.4195,-0.97668,0.99999,0.0046729,83431.6425,3967497385875.368,6859696.9714,0.0044593,5151.3201,26845743.1931,5.2939,5.366,2.2593e-06,5.0297,-0.97449,0.99998,0.00625,43370.5031,3146502278906.628,7440982.8619,0.0059013,5393.0906,29192993.9842,4.9918,5.0752,3.101e-06,4.7231,-0.97127,0.99997,18355.dcm
0.016694,11783.7236,4858468868.3927,142587.2177,0.0046675,689.0514,537557.0437,4.0523,4.0935,3.0354e-05,3.9731,-0.98856,0.99983,0.021111,12757.105,4427342526.732,170698.4177,0.0044388,775.5583,643476.0641,3.8139,3.8593,3.7857e-05,3.7646,-0.98458,0.99972,0.030777,11534.3281,3548167881.4345,213045.8757,0.0046872,876.6832,791430.6915,3.4381,3.4811,5.498e-05,3.4066,-0.97494,0.99935,0.0625,8909.6719,2088709804.5588,272729.372,0.0070126,998.1094,1002843.1405,2.7076,2.7726,0.00010987,2.7293,-0.95161,0.99697,18384.dcm
0.014303,27598.575,20892431962.2415,368809.2486,0.0057426,1067.4992,1372342.6251,4.1943,4.2479,1.7353e-05,4.1474,-0.98583,0.99987,0.018969,29319.782,20403287179.683,471356.213,0.0060088,1290.5241,1759611.5802,3.9071,3.9653,2.2462e-05,3.893,-0.98834,0.99979,0.027976,22046.4917,16515872481.0797,571711.6719,0.0072789,1443.3262,2123607.9765,3.5182,3.5765,3.3522e-05,3.5088,-0.98907,0.99955,0.052632,13300.9737,10139908386.781,675065.6295,0.012855,1587.6053,2528836.7613,2.8532,2.9444,6.31e-05,2.8897,-0.97506,0.99833,18390.dcm
0.0091213,8208.5889,6200692603.4888,91424.5339,0.019034,516.0554,345686.4675,4.58,4.6977,1.9935e-05,4.2789,-0.96321,0.99993,0.012993,10072.851,5843734779.5539,122769.1038,0.0092625,624.8697,463255.7678,4.2523,4.3436,2.3266e-05,4.1102,-0.97093,0.99987,0.020833,12992.9896,5364884599.8173,171650.0192,0.009166,760.9792,645299.394,3.8279,3.8712,3.3172e-05,3.753,-0.98497,0.99974,0.045455,15886.9318,3973746077.4252,277393.1342,0.0010659,988.9318,1015122.446,3.0753,3.091,6.3247e-05,3.091,-1,0.99897,18418.dcm
0.0019589,99464.9917,4881900376248.491,3469865.743,0.0076905,3305.0815,13687185.2401,6.1563,6.2354,1.2704e-06,5.652,-0.97463,1,0.0028011,116022.0455,4587112053097.298,4736261.8034,0.0084519,4112.1716,18649037.1808,5.8055,5.8777,1.5335e-06,5.4598,-0.97742,0.99999,0.0037736,109513.516,4010260095816.301,5930853.4259,0.010909,4752.3217,23271226.7069,5.5008,5.5797,1.9757e-06,5.2077,-0.97293,0.99999,0.0054645,51722.873,3044144133935.494,6996407.5841,0.015746,5230.7309,27439233.8306,5.1141,5.2095,3.006e-06,4.8087,-0.96221,0.99997,18434.dcm
0.009206,16209.8034,35542983502.5613,401801.7457,0.0058269,1200.1806,1540574.5871,4.6441,4.6885,1.4904e-05,4.3524,-0.97526,0.99994,0.011614,15586.8044,31579826139.9084,470815.0825,0.0069715,1323.9186,1801232.4616,4.4081,4.4564,1.7859e-05,4.1719,-0.97017,0.99989,0.016904,10782.9525,24743400230.342,555387.7512,0.0089071,1442.3254,2097861.5897,4.0363,4.0832,2.5097e-05,3.8335,-0.96394,0.99977,0.035714,5943.2589,13993109018.8065,641714.8908,0.012551,1567.3482,2458442.3812,3.3198,3.3322,4.9495e-05,3.1666,-0.96972,0.99912,18456.dcm
0.0011451,19021.6813,283330769854.9332,777339.4784,0.026993,1648.92,3045553.7763,6.1415,6.7813,6.6028e-06,5.1477,-0.83692,0.99997,0.0013243,17285.5112,246396070573.8742,878217.1296,0.030147,1798.1251,3434243.9079,5.9421,6.6373,7.8972e-06,5.0015,-0.82019,0.99995,0.0016706,11070.4762,186326787122.1755,1028825.6974,0.03645,1996.5069,4014615.0374,5.5731,6.4074,1.0822e-05,4.6725,-0.76486,0.99983,0.0021295,4387.5098,134019217508.4984,1104677.064,0.04481,2087.5019,4345657.3964,5.1671,6.1678,1.5243e-05,4.2582,-0.69949,0.9994,18500.dcm
0.0030675,30090.7981,169652962295.775,507036.1427,0.017606,1291.5132,1963838.2026,5.632,5.7878,5.453e-06,5.0861,-0.95141,0.99999,0.0039604,29425.1838,153349578077.4751,630777.6469,0.020688,1491.6578,2420040.672,5.3657,5.5326,6.3954e-06,4.9353,-0.9469,0.99998,0.0055099,24568.6278,124465320511.9789,788937.8061,0.027482,1707.7167,3004644.9368,5.0284,5.2029,8.8865e-06,4.6445,-0.93328,0.99995,0.0089279,11147.1394,83412034079.484,943925.5297,0.042271,1901.1836,3630156.6943,4.5111,4.7213,1.5407e-05,4.13,-0.90716,0.99983,18516.dcm
0.0060646,19649.9112,63308956537.9458,464814.6014,0.010758,1228.8614,1692564.9392,5.0104,5.1056,8.9446e-06,4.6896,-0.95817,0.99996,0.008158,20707.2124,55730112823.0587,572976.3571,0.0086799,1399.603,2086741.8188,4.7293,4.8095,1.1176e-05,4.4791,-0.95244,0.99993,0.012667,21359.9016,43498088776.9279,735528.6205,0.0093446,1636.7468,2716005.6299,4.2735,4.3707,1.5467e-05,4.1449,-0.94045,0.9998,0.026584,14970.6829,25150301909.7875,848711.6991,0.010649,1775.8824,3149553.4924,3.5289,3.6293,2.9568e-05,3.4976,-0.94322,0.99931,18578.dcm
0.0086456,41163.0332,64385782411.6861,573812.8082,0.0092489,1321.3893,2042459.6157,4.7121,4.7511,9.6533e-06,4.4845,-0.97581,0.99994,0.011179,49795.4243,59210011125.0843,709226.7783,0.0097115,1528.4736,2530003.5869,4.4552,4.494,1.1624e-05,4.2918,-0.97125,0.9999,0.017027,53735.4413,48660350960.7583,911718.1961,0.0083378,1802.1343,3302852.0533,4.0313,4.0731,1.5952e-05,3.97,-0.96489,0.99975,0.030792,53598.0484,29642225442.1909,1087988.2368,0.012396,1950.1437,3817740.0597,3.4487,3.4809,2.7426e-05,3.427,-0.94438,0.99912,18580.dcm
0.018317,139093.2085,117189283226.3329,1074413.8723,0.0024489,1896.2927,4190260.3238,3.9702,4.0013,9.4744e-06,3.9434,-1,0.99983,0.023522,141296.582,109979466414.3387,1311899.9389,0.0030666,2142.091,5047025.7944,3.7216,3.7526,1.1802e-05,3.72,-1,0.99972,0.038757,154999.0414,86667673170.1684,1721633.9846,0.0043497,2474.0491,6515057.6504,3.235,3.2593,1.8975e-05,3.2478,-1,0.99923,0.10635,270708.7995,50760921203.3177,2802152.2425,2.0968e-05,3112.6515,9909741.3884,2.2881,2.2881,5.1742e-05,2.2881,-1,0.99369,18609.dcm
0.027783,54472.1187,53747131579.6938,947598.4096,0.0030475,1877.763,3828488.1452,3.5868,3.5868,1.8253e-05,3.5673,-1,0.99961,0.035627,49784.2844,49105165831.6666,1123564.6269,0.0040379,2066.8339,4471656.9468,3.3422,3.3422,2.3275e-05,3.3298,-1,0.99936,0.056504,47786.6238,38108109449.2814,1372666.471,0.0055332,2304.4664,5449382.2683,2.8888,2.8888,3.7513e-05,2.8696,-1,0.99835,0.11806,36765.5764,23826664240.8902,1838223.3391,0.00059515,2623.4653,6911071.147,2.1678,2.1678,7.6734e-05,2.1678,-1,0.99254,18614.dcm
0.031758,50042.1645,10448494496.2357,321145.6979,0.0046583,968.4456,1249679.758,3.4538,3.4538,3.0577e-05,3.4197,-1,0.99949,0.039969,55469.6058,10173510829.202,393687.249,0.0061836,1126.9099,1532100.4262,3.2292,3.2292,3.8317e-05,3.2015,-1,0.99919,0.060714,56593.8625,9213156681.4476,550321.0559,0.009502,1387.2982,2086609.5054,2.8174,2.8174,5.6336e-05,2.8174,-1,0.9981,0.15556,42282.6667,5691420365.7583,847187.9317,0.00090738,1760.2333,3122121.9716,1.9033,1.9033,0.00014572,1.9033,-1,0.9868,18617.dcm
0.014577,26809.7085,6932354642.5996,158640.0845,0.010714,634.6678,585477.3661,4.1873,4.2294,2.2294e-05,4.0613,-0.96709,0.99983,0.023699,35668.195,6616798406.9248,249888.1212,0.012757,891.5884,915513.056,3.7309,3.7459,3.373e-05,3.6477,-0.96706,0.99959,0.033986,39771.5913,6103628868.4892,333262.3725,0.0086277,1065.9525,1193628.4382,3.3719,3.3831,4.6428e-05,3.3248,-0.97164,0.99921,0.0625,42185.5156,4072588323.6755,443452.6852,0.016432,1206.2656,1480615.711,2.7509,2.7726,7.9993e-05,2.7726,-0.96799,0.99734,18620.dcm
0.032715,18835.969,1891778721.282,113250.7308,0.012614,610.0074,428626.6676,3.4109,3.4229,5.7754e-05,3.3407,-0.98002,0.99932,0.044679,21425.4253,1809733114.454,145901.3726,0.0062254,709.6461,539271.4174,3.0944,3.1109,7.4925e-05,3.0666,-0.98485,0.99889,0.088462,19925.1981,1173949456.0196,191228.49,0.0017059,813.2558,688422.7056,2.4338,2.4338,0.00014211,2.4338,-0.98961,0.99584,0.18333,18492.9333,738849631.0198,256294.514,0.00041028,937.7667,887319.6566,1.7006,1.7006,0.00029738,1.7006,-1,0.9829,18632.dcm
0.016019,11398.059,3131022113.438,106229.1884,0.0086575,573.9571,396288.9523,4.0732,4.1346,3.7638e-05,3.9353,-0.98226,0.99983,0.020126,11941.2956,2900516069.5082,129853.4164,0.01001,660.0768,479431.5889,3.8577,3.9064,4.4166e-05,3.7721,-0.97817,0.99972,0.02904,11178.5088,2420777369.078,165695.82,0.013357,767.5114,607309.5517,3.5094,3.54,6.4521e-05,3.4175,-0.96515,0.99938,0.052632,10529.8421,1548314165.8919,204836.8911,0.01505,854.2895,734927.3961,2.8897,2.9444,0.00010958,2.8897,-0.94918,0.99785,18635.dcm
0.01192,229400.8763,902544163949.3561,4044317.6361,0.0019433,3709.0562,15491717.7402,4.4182,4.4302,4.7239e-06,4.3318,-0.99348,0.99992,0.015059,233234.8307,868031968413.2694,4897437.5009,0.0015026,4205.4773,18654825.9947,4.1861,4.1965,5.9226e-06,4.1091,-0.99501,0.99988,0.022233,135874.2199,732376775566.8135,6013505.1535,0.0016667,4763.1082,22878293.4488,3.7989,3.8064,8.7025e-06,3.7264,-0.99803,0.99975,0.045455,75465.8295,398023685621.6237,6719417.363,0.0019197,5036.9886,25435130.6108,3.091,3.091,1.7044e-05,3.0438,-1,0.99897,18649.dcm
0.0091211,9120.6529,17509653739.5044,222893.4228,0.0095432,873.2704,822249.1963,4.6068,4.6977,1.7931e-05,4.2953,-0.97742,0.99994,0.012064,8735.9636,15961303711.6832,268750.2945,0.011519,979.7784,988648.3076,4.3267,4.4182,2.3195e-05,4.0605,-0.98187,0.9999,0.016671,8355.6801,13416197045.8286,308916.2847,0.014262,1056.5435,1133109.2057,4.0166,4.0942,2.9486e-05,3.8238,-0.9886,0.99983,0.043478,9864.6522,6258763232.5687,406726.3023,0.0088375,1199.0435,1450542.6875,3.1204,3.1355,6.2739e-05,3.03,-0.98059,0.99886,18652.dcm
0.0024261,5462.8806,13714290204.5815,79913.3149,0.019683,523.2412,302457.604,5.6251,6.0245,1.2288e-05,4.7006,-0.87068,0.99996,0.0031719,5974.9049,12962351608.636,96104.135,0.019575,581.2853,360792.919,5.4221,5.7568,1.2643e-05,4.6688,-0.88012,0.99995,0.0060973,7286.4773,10234400455.4397,137871.2473,0.015201,699.0227,502333.7583,4.8546,5.1017,1.4752e-05,4.5,-0.88971,0.9999,0.045455,7324.2614,2863334295.7346,181794.4077,0.0042556,811.0341,661735.9809,3.028,3.091,6.1606e-05,3.0438,-1,0.99897,18665.dcm
0.0066656,1578.9476,1058750084.2732,34618.3959,0.033251,350.3758,130567.9889,4.7926,5.0167,5.8084e-05,4.0474,-0.88154,0.99983,0.0087321,1489.6084,877438327.4398,41812.2089,0.028541,393.4677,157050.371,4.5167,4.7485,6.6838e-05,3.9281,-0.86897,0.9997,0.011683,1224.3323,679613033.4959,47517.6303,0.031133,424.4218,179509.6432,4.2179,4.4595,8.1306e-05,3.7463,-0.83491,0.99938,0.022963,1226.5222,437009710.5084,56520.5944,0.037076,459.3778,209401.6681,3.7036,3.7836,0.00011975,3.3667,-0.83391,0.99859,18669.dcm
0.0053282,3194.809,2300554973.6169,43588.9208,0.024131,381.8491,165436.5403,5.0172,5.2349,3.3944e-05,4.3366,-0.90184,0.99991,0.0074402,3315.1988,2054657525.5344,56346.1021,0.026691,450.8578,213436.8102,4.6982,4.9012,3.7289e-05,4.2296,-0.90292,0.99986,0.011053,3612.7928,1647000664.0551,69956.9298,0.025103,502.0531,258915.1868,4.3576,4.5052,4.615e-05,4.0309,-0.89649,0.99975,0.037037,2730.1574,773375680.1614,98211.5512,0.022876,602.1389,364599.9549,3.2188,3.2958,0.00011459,3.145,-0.925,0.99857,18686.dcm
0.010657,9713.7675,27912576471.6888,360292.0474,0.0038751,1183.3641,1452964.0834,4.4683,4.544,1.8094e-05,4.1918,-0.97522,0.99991,0.014036,7230.3869,24266630653.9869,421971.3054,0.0048482,1281.6778,1668386.4098,4.1982,4.2679,2.2823e-05,3.9633,-0.97001,0.99986,0.025641,7440.0192,15607689380.5251,500702.5878,0.0055977,1383.6731,1929913.926,3.6458,3.6636,3.8663e-05,3.4491,-0.9804,0.99959,0.058824,4776.1471,7883946896.6671,602512.5273,0.0036915,1521.2059,2313909.9108,2.8128,2.8332,8.5743e-05,2.6624,-0.97079,0.99778,18696.dcm
0.0087207,60209.7513,58580083418.5048,472071.2395,0.0024456,1204.9517,1776697.8873,4.6927,4.7424,9.0079e-06,4.5292,-0.98235,0.99995,0.01198,58201.6213,54289815505.1533,618763.8383,0.002477,1428.688,2284098.1657,4.3857,4.4247,1.2033e-05,4.2492,-0.98102,0.99991,0.018519,53263.8611,47635365488.111,835670.1284,0.0024471,1704.3889,3032319.0467,3.9633,3.989,1.7292e-05,3.8879,-0.98705,0.9998,0.038462,35521.0769,31124015726.0996,1087515.037,0.0033914,1989.8846,3991691.6733,3.2181,3.2581,3.3452e-05,3.2181,-0.99591,0.99924,18705.dcm
0.003441,58532.9042,20528464597.8109,158735.8671,0.010557,688.7616,523984.9197,5.4482,5.6732,5.8979e-06,5.1793,-0.91212,0.99997,0.0044373,53131.3837,19381279180.4155,191808.2555,0.0092414,744.2782,594625.7853,5.2198,5.418,6.9783e-06,5.0077,-0.9185,0.99996,0.011906,39992.336,11256564432.9129,212253.149,0.0083904,825.7754,717929.7037,4.3305,4.4307,1.5476e-05,4.2421,-0.9555,0.99986,0.0625,57497.9531,3241506232.6805,327540.6862,0.0085857,966.0469,960456.3551,2.7509,2.7726,6.598e-05,2.7726,-0.96875,0.99767,18735.dcm
0.0055374,62623.2816,166957474994.6314,737186.4658,0.011926,1623.4101,2864650.4093,5.1046,5.1967,5.3935e-06,4.9323,-0.9799,0.99998,0.0065856,56469.4744,153555317747.7431,847171.6742,0.013898,1753.3105,3226236.7563,4.9306,5.0234,6.2807e-06,4.7839,-0.97616,0.99997,0.010309,58188.1031,112912113073.1062,1060722.0092,0.012736,1980.1959,3973625.0898,4.4684,4.5747,9.2707e-06,4.4,-0.9668,0.99991,0.018868,54658.783,72617684887.9761,1236477.9044,0.0144,2106.6792,4455881.8642,3.8763,3.9703,1.5506e-05,3.8787,-0.97329,0.99976,18785.dcm
0.0090187,65327.032,61035758339.8321,502269.3039,0.0093409,1207.1714,1910804.5734,4.6254,4.7104,8.2751e-06,4.565,-0.97896,0.99994,0.01284,72015.8801,60688203906.8305,694839.6701,0.0055858,1525.1246,2628830.6844,4.2894,4.356,1.1143e-05,4.262,-0.98455,0.9999,0.016954,65354.7886,56952037878.2646,872433.9347,0.0051428,1753.6277,3236451.9439,4.0188,4.0774,1.4696e-05,3.9947,-0.98406,0.99983,0.03125,41800.1328,38819922138.1361,1119760.1236,0.0092668,2022.3359,4119746.5219,3.4332,3.4657,2.6189e-05,3.4224,-0.97492,0.99941,18791.dcm
0.013303,55046.4129,26821632449.8257,351553.6319,0.0021223,1009.101,1325319.819,4.2772,4.3203,1.3395e-05,4.1984,-0.98711,0.9999,0.021111,65187.3661,25482904653.9118,522812.4967,0.00092952,1302.6094,1936522.9058,3.8293,3.8593,2.0533e-05,3.7785,-0.99646,0.99977,0.029857,67560.1725,22999018263.4563,679979.1515,0.00086308,1519.3284,2466833.6384,3.4802,3.5114,2.9038e-05,3.4388,-1,0.99955,0.060662,43887.3768,15469957810.8842,949532.8238,0.0012359,1823.2114,3378237.0206,2.7825,2.8029,5.918e-05,2.7392,-1,0.99816,18823.dcm
0.0050721,60664.5867,149709975317.7266,603075.5014,0.0037899,1381.2809,2314670.6175,5.2022,5.2842,5.2839e-06,4.9803,-0.98334,0.99998,0.0072759,58631.8063,134838929235.8666,826260.5594,0.0037504,1708.1977,3126035.1394,4.8496,4.9234,6.9424e-06,4.7062,-0.97974,0.99996,0.0098039,53935.201,115328047529.7912,1000557.1361,0.0049486,1910.6912,3735640.4358,4.5523,4.625,9.2823e-06,4.4296,-0.97607,0.99993,0.015625,31634.8398,81161787724.862,1145411.3894,0.004464,2080.8008,4335801.7931,4.0756,4.1589,1.4686e-05,3.9781,-0.96813,0.99981,18827.dcm
0.041905,49355.5719,18964585286.4784,736615.4941,0.006077,1566.1805,2657126.4088,3.1753,3.1753,3.7633e-05,3.1172,-1,0.99912,0.04779,50204.7427,18221559039.1374,817291.4446,0.0068686,1665.1587,2921831.5704,3.0428,3.0428,4.2403e-05,2.994,-1,0.99885,0.062745,50509.5569,15975661589.6203,944602.0222,0.0080197,1810.7333,3374880.6342,2.7706,2.7706,5.7449e-05,2.704,-1,0.99802,0.14286,49406.7857,8827161471.4572,1227436.8556,0.0011,2058,4272895.7775,1.9459,1.9459,0.00012845,1.8964,-1,0.98974,18855.dcm
0.0092692,83852.0445,59452126444.174,494435.6232,0.0055775,1247.6145,1870652.1312,4.6459,4.6816,8.7884e-06,4.5292,-0.98823,0.99995,0.013624,81863.2371,53114942707.032,689658.6621,0.0076128,1531.7487,2526667.8197,4.2677,4.2966,1.2642e-05,4.1762,-0.98339,0.99988,0.018616,82454.0572,45779263251.7538,843723.2507,0.010002,1696.9879,2995672.9392,3.9575,3.9841,1.6672e-05,3.9033,-0.98372,0.99978,0.071429,59351.5714,15457199516.5467,1058720.9272,0.00056576,1904.1786,3671776.9918,2.6391,2.6391,5.8589e-05,2.6391,-1,0.99745,18859.dcm
0.0066611,27081.5534,23023786322.6956,186882.7673,0.01358,733.0118,702789.7163,4.9313,5.0119,9.7308e-06,4.681,-0.96716,0.99996,0.010364,32317.3561,21314804944.539,271847.2634,0.009738,927.0048,1002911.9501,4.5084,4.5695,1.3057e-05,4.3725,-0.97167,0.99992,0.017022,37184.7145,18311342107.4162,388233.8152,0.005385,1140.6352,1406152.9222,4.0556,4.0733,1.9652e-05,3.9611,-0.97788,0.9998,0.038462,29958.25,11795116485.5703,566902.0368,0.010774,1424.2115,2071114.698,3.2314,3.2581,4.3139e-05,3.1914,-0.96686,0.99901,18870.dcm
0.031874,136585.0917,26882473456.4688,614674.0108,0.0093329,1165.4245,2102691.2357,3.4479,3.4479,1.7019e-05,3.4479,-0.98088,0.99937,0.042343,172973.4912,26926318359.5806,801060.1317,0.012283,1421.06,2740520.2419,3.1648,3.1648,2.2705e-05,3.1648,-0.98133,0.99896,0.069712,238924.8954,26454371309.0809,1215120.2806,0.00010284,1919.4123,4215878.1692,2.6688,2.6688,3.7571e-05,2.6688,-1,0.99754,0.13393,321912.3661,20180942066.0995,1826651.8117,0.00010044,2435.8304,6177092.3955,2.0127,2.0127,7.2453e-05,2.0127,-1,0.99095,18874.dcm
0.0086112,209707.1334,375419424135.5194,1442637.0003,0.0061833,1891.1861,5476505.3384,4.7268,4.7565,3.8461e-06,4.6214,-0.97974,0.99995,0.012354,283108.5835,370393009105.1259,2016364.5372,0.0012468,2384.1222,7614096.5655,4.3723,4.3941,5.087e-06,4.3166,-0.98422,0.9999,0.020408,404985.852,341396179745.7389,3089177.122,0.00082278,3146.1071,11545055.659,3.8706,3.8918,8.0201e-06,3.8565,-0.9853,0.99975,0.041667,434475.8542,262959896396.3535,5096912.3744,0.00052178,4198.375,18328984.87,3.1636,3.1781,1.6707e-05,3.1347,-0.98149,0.99891,18876.dcm
0.018648,356953.2622,255482929972.3469,1831136.0791,0.0044855,2171.0863,6900302.798,3.9771,3.9832,6.5657e-06,3.9517,-0.99349,0.99981,0.025531,433992.3213,253891999370.9424,2468718.1511,7.4997e-05,2696.1648,9185492.6207,3.6689,3.6689,8.9499e-06,3.6436,-1,0.99967,0.04,524165.23,230779651078.5399,3600854.8796,2.7315e-05,3416.55,13065003.4108,3.2189,3.2189,1.3884e-05,3.205,-1,0.9992,0.076923,518187.4808,171715660552.7199,5277263.8456,4.164e-05,4208.0577,18547381.8423,2.5649,2.5649,2.628e-05,2.5649,-1,0.99704,18889.dcm
0.014282,17065.1451,10912009214.153,214460.9665,0.023642,872.0084,848388.3379,4.1763,4.2548,2.0996e-05,3.8421,-0.90032,0.99955,0.019403,16573.2778,9446015922.6927,269721.2639,0.030405,996.7601,1047419.2315,3.8701,3.9503,2.6519e-05,3.6094,-0.87196,0.99904,0.032324,8436.981,5627492895.7399,295655.4753,0.050268,1049.7381,1113119.7047,3.3567,3.4469,4.6915e-05,3.0679,-0.81474,0.9964,0.062284,4476.6471,3478091324.2243,341570.4108,0.062222,1139.0882,1296492.5503,2.7313,2.7924,8.7408e-05,2.4278,-0.76104,0.98826,18901.dcm
